	run	biosample	breed	country	direction
1233	ERZ1738264	SAMN05216090	Chianina	IT	N
1234	ERZ1738264	SAMN05216091	Chianina	IT	N
1235	ERZ1738264	SAMN05216092	Braunvieh	SW	C
1236	ERZ1738264	SAMN05216093	Braunvieh	SW	C
1237	ERZ1738264	SAMN05216094	Braunvieh	SW	C
1238	ERZ1738264	SAMN05216095	Braunvieh	SW	C
1239	ERZ1738264	SAMN05216096	Corriente	SP	WHOLE
1240	ERZ1738264	SAMN05216097	Corriente	SP	WHOLE
1241	ERZ1738264	SAMN05216098	Corriente	SP	WHOLE
1242	ERZ1738264	SAMN05216099	Corriente	SP	WHOLE
1243	ERZ1738264	SAMN05216100	Tarentaise	FR	E
1244	ERZ1738264	SAMN05216101	Tarentaise	FR	E
1245	ERZ1738264	SAMN05216102	Tarentaise	FR	E
1246	ERZ1738264	SAMN05216103	Tarentaise	FR	E
1247	ERZ1738264	SAMN05216104	Hereford	UK	SW
1248	ERZ1738264	SAMN05217649	Brahman	AM	WHOLE
1249	ERZ1738264	SAMN05788490	Brahman	AM	WHOLE
1250	ERZ1738264	SAMN05788495	Brahman	AM	WHOLE
1251	ERZ1738264	SAMN05788496	Belted Galloway	SC	SW
1252	ERZ1738264	SAMN05803879	Belted Galloway	SC	SW
1253	ERZ1738264	SAMN05803880	Hereford miniature	UK	SW
1254	ERZ1738264	SAMN05803881	Hereford miniature	UK	SW
1255	ERZ1738264	SAMN05803882	Dexter	IR	WHOLE
1256	ERZ1738264	SAMN05803883	Angus lowline	AS	WHOLE
1257	ERZ1738264	SAMN05803884	Angus lowline	AS	WHOLE
1258	ERZ1738264	SAMN05803885	Angus lowline	AS	WHOLE
1259	ERZ1738264	SAMN05803886	Angus lowline	AS	WHOLE
1260	ERZ1738264	SAMN05803887	Dexter	IR	WHOLE
1261	ERZ1738264	SAMN05803888	Boran	AF	E
1262	ERZ1738264	SAMN05862018	Holstein	AM	WHOLE
1263	ERZ1738264	SAMN05929796	Holstein	AM	WHOLE
1264	ERZ1738264	SAMN05938744	Holstein	AM	WHOLE
1265	ERZ1738264	SAMN05939266	Holstein	AM	WHOLE
1266	ERZ1738264	SAMN05939364	Holstein	AM	WHOLE
1267	ERZ1738264	SAMN05942192	Holstein	AM	WHOLE
1268	ERZ1738264	SAMN05942193	Holstein	AM	WHOLE
1269	ERZ1738264	SAMN05942194	Fleckvieh	EU	C
1270	ERZ1738264	SAMN05945846	Fleckvieh	EU	C
1271	ERZ1738264	SAMN05945848	Fleckvieh	EU	C
1272	ERZ1738264	SAMN05945849	Sichuan indigenous cattle	CH	C
1273	ERZ1738264	SAMN06161576	Polish Holstein-Friesian	PL	WHOLE
1274	ERZ1738264	SAMN06282405	Polish Holstein-Friesian	PL	WHOLE
1275	ERZ1738264	SAMN06282407	Polish Holstein-Friesian	PL	WHOLE
1276	ERZ1738264	SAMN06282408	Polish Holstein-Friesian	PL	WHOLE
1277	ERZ1738264	SAMN06282409	Polish Holstein-Friesian	PL	WHOLE
1278	ERZ1738264	SAMN06282410	Polish Holstein-Friesian	PL	WHOLE
1279	ERZ1738264	SAMN06282411	Polish Holstein-Friesian	PL	WHOLE
1280	ERZ1738264	SAMN06282412	Polish Holstein-Friesian	PL	WHOLE
1281	ERZ1738264	SAMN06282413	Polish Holstein-Friesian	PL	WHOLE
1282	ERZ1738264	SAMN06282414	Polish Holstein-Friesian	PL	WHOLE
1283	ERZ1738264	SAMN06282415	Polish Holstein-Friesian	PL	WHOLE
1284	ERZ1738264	SAMN06282416	Polish Holstein-Friesian	PL	WHOLE
1285	ERZ1738264	SAMN06282417	Polish Holstein-Friesian	PL	WHOLE
1286	ERZ1738264	SAMN06282418	Polish Holstein-Friesian	PL	WHOLE
1287	ERZ1738264	SAMN06282419	Polish Holstein-Friesian	PL	WHOLE
1288	ERZ1738264	SAMN06282420	Polish Holstein-Friesian	PL	WHOLE
1289	ERZ1738264	SAMN06282421	Polish Holstein-Friesian	PL	WHOLE
1290	ERZ1738264	SAMN06282422	Polish Holstein-Friesian	PL	WHOLE
1291	ERZ1738264	SAMN06282423	Polish Holstein-Friesian	PL	WHOLE
1292	ERZ1738264	SAMN06282424	Polish Holstein-Friesian	PL	WHOLE
1293	ERZ1738264	SAMN06282425	Polish Holstein-Friesian	PL	WHOLE
1294	ERZ1738264	SAMN06282426	Polish Holstein-Friesian	PL	WHOLE
1295	ERZ1738264	SAMN06282427	Polish Holstein-Friesian	PL	WHOLE
1296	ERZ1738264	SAMN06282428	Polish Holstein-Friesian	PL	WHOLE
1297	ERZ1738264	SAMN06282429	Polish Holstein-Friesian	PL	WHOLE
1298	ERZ1738264	SAMN06282430	Polish Holstein-Friesian	PL	WHOLE
1299	ERZ1738264	SAMN06282431	Polish Holstein-Friesian	PL	WHOLE
1300	ERZ1738264	SAMN06282432	Polish Holstein-Friesian	PL	WHOLE
1301	ERZ1738264	SAMN06282433	Polish Holstein-Friesian	PL	WHOLE
1302	ERZ1738264	SAMN06282434	Polish Holstein-Friesian	PL	WHOLE
1303	ERZ1738264	SAMN06282435	Polish Holstein-Friesian	PL	WHOLE
1304	ERZ1738264	SAMN06282436	Yanbian Cattle	CH	WHOLE
1305	ERZ1738264	SAMN06698973	Chaidamu Yellow Cattle	CH	WHOLE
1306	ERZ1738264	SAMN06698974	Chaidamu Yellow Cattle	CH	WHOLE
1307	ERZ1738264	SAMN06698975	Chaidamu Yellow Cattle	CH	WHOLE
1308	ERZ1738264	SAMN06698976	Chaidamu Yellow Cattle	CH	WHOLE
1309	ERZ1738264	SAMN06698977	Chaidamu Yellow Cattle	CH	WHOLE
1310	ERZ1738264	SAMN06698978	Mongolian Cattle	MO	WHOLE
1311	ERZ1738264	SAMN06698979	Mongolian Cattle	MO	WHOLE
1312	ERZ1738264	SAMN06698980	Mongolian Cattle	MO	WHOLE
1313	ERZ1738264	SAMN06698981	Mongolian Cattle	MO	WHOLE
1314	ERZ1738264	SAMN06698982	Mongolian Cattle	MO	WHOLE
1315	ERZ1738264	SAMN06698983	Mongolian Cattle	MO	WHOLE
1316	ERZ1738264	SAMN06698984	Mongolian Cattle	MO	WHOLE
1317	ERZ1738264	SAMN06698985	Kazakh Cattle	KA/RU	mixed
1318	ERZ1738264	SAMN06698986	Kazakh Cattle	KA/RU	mixed
1319	ERZ1738264	SAMN06698987	Kazakh Cattle	KA/RU	mixed
1320	ERZ1738264	SAMN06698988	Kazakh Cattle	KA/RU	mixed
1321	ERZ1738264	SAMN06698989	Kazakh Cattle	KA/RU	mixed
1322	ERZ1738264	SAMN06698990	Kazakh Cattle	KA/RU	mixed
1323	ERZ1738264	SAMN06698991	Kazakh Cattle	KA/RU	mixed
1324	ERZ1738264	SAMN06698992	Kazakh Cattle	KA/RU	mixed
1325	ERZ1738264	SAMN06698993	Kazakh Cattle	KA/RU	mixed
1326	ERZ1738264	SAMN06698994	Luxi Cattle	CH	WHOLE
1327	ERZ1738264	SAMN06699004	Luxi Cattle	CH	WHOLE
1328	ERZ1738264	SAMN06699005	Luxi Cattle	CH	WHOLE
1329	ERZ1738264	SAMN06699006	Luxi Cattle	CH	WHOLE
1330	ERZ1738264	SAMN06699007	Luxi Cattle	CH	WHOLE
1331	ERZ1738264	SAMN06699008	Nanyang Cattle	CH	CW
1332	ERZ1738264	SAMN06699009	Nanyang Cattle	CH	CW
1333	ERZ1738264	SAMN06699010	Nanyang Cattle	CH	CW
1334	ERZ1738264	SAMN06699011	Nanyang Cattle	CH	CW
1335	ERZ1738264	SAMN06699012	Nanyang Cattle	CH	CW
1336	ERZ1738264	SAMN06699013	Jiaxian Red Cattle	CH	WHOLE
1337	ERZ1738264	SAMN06699014	Jiaxian Red Cattle	CH	WHOLE
1338	ERZ1738264	SAMN06699015	Jiaxian Red Cattle	CH	WHOLE
1339	ERZ1738264	SAMN06699016	Jiaxian Red Cattle	CH	WHOLE
1340	ERZ1738264	SAMN06699017	Jiaxian Red Cattle	CH	WHOLE
1341	ERZ1738264	SAMN06699018	Bohai Black Cattle	CH	WHOLE
1342	ERZ1738264	SAMN06699019	Bohai Black Cattle	CH	WHOLE
1343	ERZ1738264	SAMN06699020	Bohai Black Cattle	CH	WHOLE
1344	ERZ1738264	SAMN06699021	Bohai Black Cattle	CH	WHOLE
1345	ERZ1738264	SAMN06699022	Bohai Black Cattle	CH	WHOLE
1346	ERZ1738264	SAMN06699023	Lingnan Cattle	CH	WHOLE
1347	ERZ1738264	SAMN06699024	Lingnan Cattle	CH	WHOLE
1348	ERZ1738264	SAMN06699025	Lingnan Cattle	CH	WHOLE
1349	ERZ1738264	SAMN06699026	Lingnan Cattle	CH	WHOLE
1350	ERZ1738264	SAMN06699027	Lingnan Cattle	CH	WHOLE
1351	ERZ1738264	SAMN06699028	Lingnan Cattle	CH	WHOLE
1352	ERZ1738264	SAMN06699029	Lingnan Cattle	CH	WHOLE
1353	ERZ1738264	SAMN06699030	Lingnan Cattle	CH	WHOLE
1354	ERZ1738264	SAMN06699031	Zaobei Cattle	CH	WHOLE
1355	ERZ1738264	SAMN06699032	Zaobei Cattle	CH	WHOLE
1356	ERZ1738264	SAMN06699033	Zaobei Cattle	CH	WHOLE
1357	ERZ1738264	SAMN06699034	Zaobei Cattle	CH	WHOLE
1358	ERZ1738264	SAMN06699035	Zaobei Cattle	CH	WHOLE
1359	ERZ1738264	SAMN06699036	Xuanhan Cattle	CH	WHOLE
1360	ERZ1738264	SAMN06699037	Xuanhan Cattle	CH	WHOLE
1361	ERZ1738264	SAMN06699038	Xuanhan Cattle	CH	WHOLE
1362	ERZ1738264	SAMN06699039	Xuanhan Cattle	CH	WHOLE
1363	ERZ1738264	SAMN06699040	Xuanhan Cattle	CH	WHOLE
1364	ERZ1738264	SAMN06699041	Weining Cattle	CH	WHOLE
1365	ERZ1738264	SAMN06699042	Weining Cattle	CH	WHOLE
1366	ERZ1738264	SAMN06699043	Weining Cattle	CH	WHOLE
1367	ERZ1738264	SAMN06699044	Weining Cattle	CH	WHOLE
1368	ERZ1738264	SAMN06699045	Weining Cattle	CH	WHOLE
1369	ERZ1738264	SAMN06699046	Wannan Cattle	CH	WHOLE
1370	ERZ1738264	SAMN06699047	Wannan Cattle	CH	WHOLE
1371	ERZ1738264	SAMN06699048	Wannan Cattle	CH	WHOLE
1372	ERZ1738264	SAMN06699049	Wannan Cattle	CH	WHOLE
1373	ERZ1738264	SAMN06699050	Wannan Cattle	CH	WHOLE
1374	ERZ1738264	SAMN06699051	Wandong Cattle	CH	E
1375	ERZ1738264	SAMN06699052	Wandong Cattle	CH	E
1376	ERZ1738264	SAMN06699053	Dabieshan Cattle	CH	WHOLE
1377	ERZ1738264	SAMN06699054	Dabieshan Cattle	CH	WHOLE
1378	ERZ1738264	SAMN06699055	Guangfeng Cattle	CH	WHOLE
1379	ERZ1738264	SAMN06699056	Guangfeng Cattle	CH	WHOLE
1380	ERZ1738264	SAMN06699057	Guangfeng Cattle	CH	WHOLE
1381	ERZ1738264	SAMN06699058	Guangfeng Cattle	CH	WHOLE
1382	ERZ1738264	SAMN06699059	Jian Cattle	CH	WHOLE
1383	ERZ1738264	SAMN06699060	Jian Cattle	CH	WHOLE
1384	ERZ1738264	SAMN06699061	Jian Cattle	CH	WHOLE
1385	ERZ1738264	SAMN06699062	Jian Cattle	CH	WHOLE
1386	ERZ1738264	SAMN06699063	Jinjiang Cattle	CH	WHOLE
1387	ERZ1738264	SAMN06699064	Jinjiang Cattle	CH	WHOLE
1388	ERZ1738264	SAMN06699065	Jinjiang Cattle	CH	WHOLE
1389	ERZ1738264	SAMN06699066	Jinjiang Cattle	CH	WHOLE
1390	ERZ1738264	SAMN06699067	Leiqiong Cattle	CH	WHOLE
1391	ERZ1738264	SAMN06699068	Leiqiong Cattle	CH	WHOLE
1392	ERZ1738264	SAMN06699069	Leiqiong Cattle	CH	WHOLE
1393	ERZ1738264	SAMN06699070	Dianzhong Cattle	CH	S
1394	ERZ1738264	SAMN07622450	Dianzhong Cattle	CH	S
1395	ERZ1738264	SAMN07622451	Dianzhong Cattle	CH	S
1396	ERZ1738264	SAMN07622452	Dianzhong Cattle	CH	S
1397	ERZ1738264	SAMN07622453	Dianzhong Cattle	CH	S
1398	ERZ1738264	SAMN07622454	Dianzhong Cattle	CH	S
1399	ERZ1738264	SAMN07622455	Wenshan Cattle	CH	WHOLE
1400	ERZ1738264	SAMN07622456	Wenshan Cattle	CH	WHOLE
1401	ERZ1738264	SAMN07622457	Wenshan Cattle	CH	WHOLE
1402	ERZ1738264	SAMN07622458	Wenshan Cattle	CH	WHOLE
1403	ERZ1738264	SAMN07622459	Wenshan Cattle	CH	WHOLE
1404	ERZ1738264	SAMN07622460	Wenshan Cattle	CH	WHOLE
1405	ERZ1738264	SAMN07622461	Wenshan Cattle	CH	WHOLE
1406	ERZ1738264	SAMN07622462	Wenshan Cattle	CH	WHOLE
1407	ERZ1738264	SAMN07622463	Wannan Cattle	CH	WHOLE
1408	ERZ1738264	SAMN07622464	Wannan Cattle	CH	WHOLE
1409	ERZ1738264	SAMN07692225	limonero	SP	WHOLE
1410	ERZ1738264	SAMN08166127	limonero	SP	WHOLE
1411	ERZ1738264	SAMN08166128	limonero	SP	WHOLE
1412	ERZ1738264	SAMN08166129	limonero	SP	WHOLE
1413	ERZ1738264	SAMN08166130	limonero	SP	WHOLE
1414	ERZ1738264	SAMN08166131	limonero	SP	WHOLE
1415	ERZ1738264	SAMN08166132	limonero	SP	WHOLE
1416	ERZ1738264	SAMN08166133	limonero	SP	WHOLE
1417	ERZ1738264	SAMN08166134	limonero	SP	WHOLE
1418	ERZ1738264	SAMN08166135	Gir	IN	WHOLE
1419	ERZ1738264	SAMN08225763	Indian Zebu	IN	WHOLE
1420	ERZ1738264	SAMN08242174	Indian Zebu	IN	WHOLE
1421	ERZ1738264	SAMN08242175	Indian Zebu	IN	WHOLE
1422	ERZ1738264	SAMN08242176	Indian Zebu	IN	WHOLE
1423	ERZ1738264	SAMN08242177	Mangshi Zebu	CH	WHOLE
1424	ERZ1738264	SAMN08242223	Mangshi Zebu	CH	WHOLE
1425	ERZ1738264	SAMN08242224	Mangshi Zebu	CH	WHOLE
1426	ERZ1738264	SAMN08242225	Mangshi Zebu	CH	WHOLE
1427	ERZ1738264	SAMN08242227	Mangshi Zebu	CH	WHOLE
1428	ERZ1738264	SAMN08242229	Mangshi Zebu	CH	WHOLE
1429	ERZ1738264	SAMN08242230	Mangshi Zebu	CH	WHOLE
1430	ERZ1738264	SAMN08242231	Mangshi Zebu	CH	WHOLE
1431	ERZ1738264	SAMN08242232	Tibetan Cattle	TI	WHOLE
1432	ERZ1738264	SAMN08242323	Tibetan Cattle	TI	WHOLE
1433	ERZ1738264	SAMN08242327	Tibetan Cattle	TI	WHOLE
1434	ERZ1738264	SAMN08242330	Brahman	AM	WHOLE
1435	ERZ1738264	SAMN08435279	Brahman	AM	WHOLE
1436	ERZ1738264	SAMN08435280	Brahman	AM	WHOLE
1437	ERZ1738264	SAMN08435281	Brahman	AM	WHOLE
1438	ERZ1738264	SAMN08435282	Brahman	AM	WHOLE
1439	ERZ1738264	SAMN08435283	Brahman	AM	WHOLE
1440	ERZ1738264	SAMN08435284	Brahman	AM	WHOLE
1441	ERZ1738264	SAMN08435285	Brahman	AM	WHOLE
1442	ERZ1738264	SAMN08435286	Brahman	AM	WHOLE
1443	ERZ1738264	SAMN08435287	Brahman	AM	WHOLE
1444	ERZ1738264	SAMN08435288	Brahman	AM	WHOLE
1445	ERZ1738264	SAMN08435289	Brahman	AM	WHOLE
1446	ERZ1738264	SAMN08435290	Brahman	AM	WHOLE
1447	ERZ1738264	SAMN08435291	Brahman	AM	WHOLE
1448	ERZ1738264	SAMN08435292	Brahman	AM	WHOLE
1449	ERZ1738264	SAMN08435293	Brahman	AM	WHOLE
1450	ERZ1738264	SAMN08435295	Brahman	AM	WHOLE
1451	ERZ1738264	SAMN08435296	Brahman	AM	WHOLE
1452	ERZ1738264	SAMN08435297	Brahman	AM	WHOLE
1453	ERZ1738264	SAMN08435298	Brahman	AM	WHOLE
1454	ERZ1738264	SAMN08435299	Brahman	AM	WHOLE
1455	ERZ1738264	SAMN08435300	Brahman	AM	WHOLE
1456	ERZ1738264	SAMN08435301	Brahman	AM	WHOLE
1457	ERZ1738264	SAMN08435302	Brahman	AM	WHOLE
1458	ERZ1738264	SAMN08435303	Brahman	AM	WHOLE
1459	ERZ1738264	SAMN08435304	Brahman	AM	WHOLE
1460	ERZ1738264	SAMN08435305	Brahman	AM	WHOLE
1461	ERZ1738264	SAMN08435306	Brahman	AM	WHOLE
1462	ERZ1738264	SAMN08435307	Brahman	AM	WHOLE
1463	ERZ1738264	SAMN08435308	Brahman	AM	WHOLE
1464	ERZ1738264	SAMN08435310	Brahman	AM	WHOLE
1465	ERZ1738264	SAMN08435311	Brahman	AM	WHOLE
1466	ERZ1738264	SAMN08435312	Brahman	AM	WHOLE
1467	ERZ1738264	SAMN08435313	Brahman	AM	WHOLE
1468	ERZ1738264	SAMN08435314	Brahman	AM	WHOLE
1469	ERZ1738264	SAMN08435315	Brahman	AM	WHOLE
1470	ERZ1738264	SAMN08435316	Brahman	AM	WHOLE
1471	ERZ1738264	SAMN08435317	Brahman	AM	WHOLE
1472	ERZ1738264	SAMN08435318	Brahman	AM	WHOLE
1473	ERZ1738264	SAMN08435319	Brahman	AM	WHOLE
1474	ERZ1738264	SAMN08435320	Brahman	AM	WHOLE
1475	ERZ1738264	SAMN08435321	Brahman	AM	WHOLE
1476	ERZ1738264	SAMN08435322	Brahman	AM	WHOLE
1477	ERZ1738264	SAMN08435323	Brahman	AM	WHOLE
1478	ERZ1738264	SAMN08435324	Brahman	AM	WHOLE
1479	ERZ1738264	SAMN08435326	Brahman	AM	WHOLE
1480	ERZ1738264	SAMN08435327	Brahman	AM	WHOLE
1481	ERZ1738264	SAMN08473803	Angus	SC	WHOLE
1482	ERZ1738264	SAMN08473804	Holstein	AM	WHOLE
1483	ERZ1738264	SAMN08612380	Holstein	AM	WHOLE
1484	ERZ1738264	SAMN08612381	Holstein	AM	WHOLE
1485	ERZ1738264	SAMN08612382	Holstein	AM	WHOLE
1486	ERZ1738264	SAMN08612383	Holstein	AM	WHOLE
1487	ERZ1738264	SAMN08612384	Holstein	AM	WHOLE
1488	ERZ1738264	SAMN08612385	Holstein	AM	WHOLE
1489	ERZ1738264	SAMN08612386	Holstein	AM	WHOLE
1490	ERZ1738264	SAMN08612387	Holstein	AM	WHOLE
1491	ERZ1738264	SAMN08612388	Holstein	AM	WHOLE
1492	ERZ1738264	SAMN08612389	Holstein	AM	WHOLE
1493	ERZ1738264	SAMN08612390	Holstein	AM	WHOLE
1494	ERZ1738264	SAMN08612392	Holstein	AM	WHOLE
1495	ERZ1738264	SAMN08612393	Holstein	AM	WHOLE
1496	ERZ1738264	SAMN08612394	Holstein	AM	WHOLE
1497	ERZ1738264	SAMN08612395	Holstein	AM	WHOLE
1498	ERZ1738264	SAMN08612396	Holstein	AM	WHOLE
1499	ERZ1738264	SAMN08612397	Holstein	AM	WHOLE
1500	ERZ1738264	SAMN08612398	Holstein	AM	WHOLE
1501	ERZ1738264	SAMN08612399	Holstein	AM	WHOLE
1502	ERZ1738264	SAMN08612400	Holstein	AM	WHOLE
1503	ERZ1738264	SAMN08612401	Holstein	AM	WHOLE
1504	ERZ1738264	SAMN08612402	Holstein	AM	WHOLE
1505	ERZ1738264	SAMN08612403	Holstein	AM	WHOLE
1506	ERZ1738264	SAMN08612404	Holstein	AM	WHOLE
1507	ERZ1738264	SAMN08612405	Holstein	AM	WHOLE
1508	ERZ1738264	SAMN08612406	Holstein	AM	WHOLE
1509	ERZ1738264	SAMN08612407	Holstein	AM	WHOLE
1510	ERZ1738264	SAMN08612408	Holstein	AM	WHOLE
1511	ERZ1738264	SAMN08612409	Holstein	AM	WHOLE
1512	ERZ1738264	SAMN08612410	Holstein	AM	WHOLE
1513	ERZ1738264	SAMN08612411	Holstein	AM	WHOLE
1514	ERZ1738264	SAMN08612412	Holstein	AM	WHOLE
1515	ERZ1738264	SAMN08612413	Holstein	AM	WHOLE
1516	ERZ1738264	SAMN08612414	Holstein	AM	WHOLE
1517	ERZ1738264	SAMN08612415	Holstein	AM	WHOLE
1518	ERZ1738264	SAMN08612416	Holstein	AM	WHOLE
1519	ERZ1738264	SAMN08612417	Holstein	AM	WHOLE
1520	ERZ1738264	SAMN08612418	Holstein	AM	WHOLE
1521	ERZ1738264	SAMN08612419	Holstein	AM	WHOLE
1522	ERZ1738264	SAMN08612420	Holstein	AM	WHOLE
1523	ERZ1738264	SAMN08612421	Holstein	AM	WHOLE
1524	ERZ1738264	SAMN08612422	Holstein	AM	WHOLE
1525	ERZ1738264	SAMN08612423	Holstein	AM	WHOLE
1526	ERZ1738264	SAMN08612424	Holstein	AM	WHOLE
1527	ERZ1738264	SAMN08612425	Holstein	AM	WHOLE
1528	ERZ1738264	SAMN08612426	Holstein	AM	WHOLE
1529	ERZ1738264	SAMN08612427	Holstein	AM	WHOLE
1530	ERZ1738264	SAMN08612428	Holstein	AM	WHOLE
1531	ERZ1738264	SAMN08612429	Holstein	AM	WHOLE
1532	ERZ1738264	SAMN08612430	Holstein	AM	WHOLE
1533	ERZ1738264	SAMN08612431	Holstein	AM	WHOLE
1534	ERZ1738264	SAMN08612432	Holstein	AM	WHOLE
1535	ERZ1738264	SAMN08612433	Holstein	AM	WHOLE
1536	ERZ1738264	SAMN08612434	Holstein	AM	WHOLE
1537	ERZ1738264	SAMN08612435	Holstein	AM	WHOLE
1538	ERZ1738264	SAMN08612436	Holstein	AM	WHOLE
1539	ERZ1738264	SAMN08612437	Holstein	AM	WHOLE
1540	ERZ1738264	SAMN08612438	Holstein	AM	WHOLE
1541	ERZ1738264	SAMN08612439	Holstein	AM	WHOLE
1542	ERZ1738264	SAMN08612440	Holstein	AM	WHOLE
1543	ERZ1738264	SAMN08612441	Holstein	AM	WHOLE
1544	ERZ1738264	SAMN08612442	Holstein	AM	WHOLE
1545	ERZ1738264	SAMN08612443	Holstein	AM	WHOLE
1546	ERZ1738264	SAMN08612444	Holstein	AM	WHOLE
1547	ERZ1738264	SAMN08612445	Holstein	AM	WHOLE
1548	ERZ1738264	SAMN08612446	Holstein	AM	WHOLE
1549	ERZ1738264	SAMN08612447	Holstein	AM	WHOLE
1550	ERZ1738264	SAMN08612448	Holstein	AM	WHOLE
1551	ERZ1738264	SAMN08612449	Holstein	AM	WHOLE
1552	ERZ1738264	SAMN08612450	Holstein	AM	WHOLE
1553	ERZ1738264	SAMN08612451	Holstein	AM	WHOLE
1554	ERZ1738264	SAMN08612452	Holstein	AM	WHOLE
1555	ERZ1738264	SAMN08612453	Holstein	AM	WHOLE
1556	ERZ1738264	SAMN08612454	Holstein	AM	WHOLE
1557	ERZ1738264	SAMN08612455	Holstein	AM	WHOLE
1558	ERZ1738264	SAMN08612456	Holstein	AM	WHOLE
1559	ERZ1738264	SAMN08612457	Holstein	AM	WHOLE
1560	ERZ1738264	SAMN08612458	Holstein	AM	WHOLE
1561	ERZ1738264	SAMN08612459	Holstein	AM	WHOLE
1562	ERZ1738264	SAMN08612460	Holstein	AM	WHOLE
1563	ERZ1738264	SAMN08612461	Holstein	AM	WHOLE
1564	ERZ1738264	SAMN08612462	Holstein	AM	WHOLE
1565	ERZ1738264	SAMN08612463	Holstein	AM	WHOLE
1566	ERZ1738264	SAMN08612464	Jersey	UK	S
1567	ERZ1738264	SAMN08612465	Jersey	UK	S
1568	ERZ1738264	SAMN08612466	Jersey	UK	S
1569	ERZ1738264	SAMN08612467	Jersey	UK	S
1570	ERZ1738264	SAMN08612468	Jersey	UK	S
1571	ERZ1738264	SAMN08612469	Jersey	UK	S
1572	ERZ1738264	SAMN08612470	Jersey	UK	S
1573	ERZ1738264	SAMN08612471	Jersey	UK	S
1574	ERZ1738264	SAMN08612472	Jersey	UK	S
1575	ERZ1738264	SAMN08612473	Jersey	UK	S
1576	ERZ1738264	SAMN08612474	Jersey	UK	S
1577	ERZ1738264	SAMN08612475	Jersey	UK	S
1578	ERZ1738264	SAMN08612476	Jersey	UK	S
1579	ERZ1738264	SAMN08612477	Jersey	UK	S
1580	ERZ1738264	SAMN08612478	Jersey	UK	S
1581	ERZ1738264	SAMN08612479	Jersey	UK	S
1582	ERZ1738264	SAMN08612480	Jersey	UK	S
1583	ERZ1738264	SAMN08612481	Jersey	UK	S
1584	ERZ1738264	SAMN08612482	Jersey	UK	S
1585	ERZ1738264	SAMN08612483	Jersey	UK	S
1586	ERZ1738264	SAMN08612484	Jersey	UK	S
1587	ERZ1738264	SAMN08612485	Jersey	UK	S
1588	ERZ1738264	SAMN08612486	Jersey	UK	S
1589	ERZ1738264	SAMN08612487	Jersey	UK	S
1590	ERZ1738264	SAMN08612488	Jersey	UK	S
1591	ERZ1738264	SAMN08612489	Jersey	UK	S
1592	ERZ1738264	SAMN08612490	Jersey	UK	S
1593	ERZ1738264	SAMN08612491	Jersey	UK	S
1594	ERZ1738264	SAMN08612492	Jersey	UK	S
1595	ERZ1738264	SAMN08612493	Jersey	UK	S
1596	ERZ1738264	SAMN08612494	Jersey	UK	S
1597	ERZ1738264	SAMN08612495	Jersey	UK	S
1598	ERZ1738264	SAMN08612496	Jersey	UK	S
1599	ERZ1738264	SAMN08612497	Jersey	UK	S
1600	ERZ1738264	SAMN08612498	Jersey	UK	S
1601	ERZ1738264	SAMN08612499	Jersey	UK	S
1602	ERZ1738264	SAMN08612501	Jersey	UK	S
1603	ERZ1738264	SAMN08612503	Jersey	UK	S
1604	ERZ1738264	SAMN08612504	Jersey	UK	S
1605	ERZ1738264	SAMN08612505	Jersey	UK	S
1606	ERZ1738264	SAMN08612526	Jersey	UK	S
1607	ERZ1738264	SAMN08612527	Jersey	UK	S
1608	ERZ1738264	SAMN08612528	Jersey	UK	S
1609	ERZ1738264	SAMN08612529	Jersey	UK	S
1610	ERZ1738264	SAMN08612530	Jersey	UK	S
1611	ERZ1738264	SAMN08612531	Jersey	UK	S
1612	ERZ1738264	SAMN08612532	Jersey	UK	S
1613	ERZ1738264	SAMN08612533	Jersey	UK	S
1614	ERZ1738264	SAMN08612534	Jersey	UK	S
1615	ERZ1738264	SAMN08612535	Jersey	UK	S
1616	ERZ1738264	SAMN08612537	Jersey	UK	S
1617	ERZ1738264	SAMN08612538	Jersey	UK	S
1618	ERZ1738264	SAMN08612539	Jersey	UK	S
1619	ERZ1738264	SAMN08612540	Jersey	UK	S
1620	ERZ1738264	SAMN08612541	Jersey	UK	S
1621	ERZ1738264	SAMN08612542	Jersey	UK	S
1622	ERZ1738264	SAMN08612543	Jersey	UK	S
1623	ERZ1738264	SAMN08612544	Jersey	UK	S
1624	ERZ1738264	SAMN08612545	Jersey	UK	S
1625	ERZ1738264	SAMN08612546	Jersey	UK	S
1626	ERZ1738264	SAMN08612547	Jersey	UK	S
1627	ERZ1738264	SAMN08767044	German Angus	DU	WHOLE
1628	ERZ1738264	SAMN08810150	Friesian-Jersey cross	AMxUK	mixed
1629	ERZ1738264	SAMN08810152	Friesian-Jersey cross	AMxUK	mixed
1630	ERZ1738264	SAMN08810154	Friesian-Jersey cross	AMxUK	mixed
1631	ERZ1738264	SAMN08810156	Friesian-Jersey cross	AMxUK	mixed
1632	ERZ1738264	SAMN08810158	Friesian-Jersey cross	AMxUK	mixed
1633	ERZ1738264	SAMN08810160	Friesian-Jersey cross	AMxUK	mixed
1634	ERZ1738264	SAMN08810162	Friesian-Jersey cross	AMxUK	mixed
1635	ERZ1738264	SAMN08810164	Friesian-Jersey cross	AMxUK	mixed
1636	ERZ1738264	SAMN08810166	Friesian-Jersey cross	AMxUK	mixed
